Combination_ID,Client_1,Client_2,Weights_Paths,Global_DataVolume,Global_Latency,Global_Mean_Quality_Factor,Global_Reliability_Score,Global_Accuracy
2877,36,44,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_14_local.npz']",4694.0,23391.366004943848,37.714878767728806,0.75,41.07
2878,36,45,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_15_local.npz']",1721.0,15692.817449569702,28.157823532819748,0.6,40.085
2879,36,46,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_16_local.npz']",1892.0,16019.205808639526,26.712372675538063,0.6,35.275
2880,36,47,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_17_local.npz']",4095.0,22044.368028640747,22.865777611732483,0.5,45.995
2881,36,48,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_18_local.npz']",2257.0,16976.12237930298,28.411925360560417,0.6,40.845
2882,36,49,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_19_local.npz']",4397.0,22892.712354660034,33.56784723699093,0.7,46.965
2883,36,50,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_20_local.npz']",4255.0,21894.983530044556,33.92454728484154,0.7,45.165
2884,36,51,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_21_local.npz']",3368.0,19451.164960861206,32.1952049434185,0.6499999999999999,41.55
2885,36,52,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_22_local.npz']",4173.0,22298.245906829834,34.36191514134407,0.7,45.629999999999995
2886,36,53,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_23_local.npz']",2413.0,16993.86692047119,24.21604812145233,0.5,36.275
2887,36,54,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_24_local.npz']",4230.0,21626.561403274536,30.819211304187775,0.6499999999999999,44.875
2888,36,55,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_25_local.npz']",3162.0,18851.076364517212,30.852263420820236,0.6499999999999999,43.635
2889,36,56,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_26_local.npz']",2883.0,18823.594331741333,29.872740954160687,0.6,44.515
2890,36,57,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_27_local.npz']",3867.0,20682.94358253479,36.30033627152443,0.7,40.41
2891,36,58,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_28_local.npz']",3181.0,18973.947525024414,24.62714582681656,0.5,44.43
2892,36,59,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_29_local.npz']",2741.0,18369.53091621399,30.420778542757034,0.6499999999999999,41.55
2893,36,60,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_30_local.npz']",3965.0,20824.03016090393,32.46375992894173,0.6499999999999999,44.9
2894,36,61,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_1_local.npz']",4730.0,23436.415910720825,30.527846962213516,0.6499999999999999,47.519999999999996
2895,36,62,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_2_local.npz']",4550.0,23486.308813095093,33.60576972365379,0.7,49.065
2896,36,63,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_3_local.npz']",4100.0,21419.005155563354,31.286541670560837,0.6499999999999999,48.355000000000004
2897,36,64,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_4_local.npz']",3610.0,20059.231758117676,27.383557558059692,0.6,47.915
2898,36,65,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_5_local.npz']",3690.0,20443.432569503784,23.89052525162697,0.5,47.629999999999995
2899,36,66,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz']",1820.0,15340.651035308838,34.626374542713165,0.7,42.08
2900,36,67,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_7_local.npz']",2210.0,16451.90405845642,39.097802489995956,0.8,43.31
2901,36,68,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_8_local.npz']",2770.0,18330.647945404053,31.595445424318314,0.6499999999999999,44.705
2902,36,69,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_9_local.npz']",3720.0,21106.218338012695,34.65838313102722,0.7,47.61
2903,36,70,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_10_local.npz']",3790.0,19122.53999710083,32.91040942072868,0.7,46.974999999999994
2904,36,71,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_11_local.npz']",1950.0,15735.10766029358,29.313187301158905,0.6,42.26
2905,36,72,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_12_local.npz']",3130.0,18870.5415725708,27.925799638032913,0.55,46.155
2906,36,73,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_13_local.npz']",3766.0,20437.24012374878,32.83314526081085,0.6499999999999999,46.019999999999996
2907,36,74,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_14_local.npz']",4694.0,23391.366004943848,37.714878767728806,0.75,41.07
2908,36,75,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_15_local.npz']",1721.0,15692.817449569702,28.157823532819748,0.6,40.085
2909,36,76,"['/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_CIFAR/client_16_local.npz']",1892.0,16019.205808639526,26.712372675538063,0.6,35.275
