Combination_ID,Client_1,Client_2,Client_3,Weights_Paths,Global_DataVolume,Global_Latency,Global_Mean_Quality_Factor,Global_Reliability_Score,Global_Accuracy
2282,6,20,21,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_21_local.npz']",4196.0,19866.578817367554,68.08438678582509,0.7666666666666666,88.87666666666667
2283,6,20,22,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_22_local.npz']",3643.0,19858.279705047607,62.91375776131948,0.7000000000000001,88.65333333333335
2284,6,20,23,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_23_local.npz']",2907.0,19495.77522277832,70.78105250994365,0.7999999999999999,88.33999999999999
2285,6,20,24,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_24_local.npz']",2767.0,19356.58049583435,63.38889201482137,0.7000000000000001,83.66666666666667
2286,6,20,25,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_25_local.npz']",3105.0,19007.47847557068,66.12966140111287,0.7333333333333334,85.26
2287,6,20,26,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_26_local.npz']",3241.0,19081.037282943726,54.16560928026835,0.6,88.90333333333335
2288,6,20,27,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_27_local.npz']",3876.0,19494.37403678894,56.8809046347936,0.6333333333333333,89.11333333333334
2289,6,20,28,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_28_local.npz']",3980.0,20072.69787788391,62.42647429307302,0.7000000000000001,88.32333333333334
2290,6,20,29,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_29_local.npz']",4066.0,19649.076223373413,58.640806674957275,0.6666666666666666,84.05666666666667
2291,6,20,30,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_30_local.npz']",3789.0,20018.205404281616,63.35252126057943,0.7000000000000001,80.09666666666668
2292,6,20,31,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_1_local.npz']",4020.0,20149.734497070312,62.84523983796438,0.7000000000000001,89.42666666666666
2293,6,20,32,"['/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_6_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_20_local.npz', '/content/drive/MyDrive/MLaaS_Weights_20_HAR/client_2_local.npz']",2945.0,19407.757997512817,68.45168252786,0.7666666666666666,88.78666666666668
